County,FIPS,Population,Total,TotalVotersPerCapita,Week Ending,Democrats,Republicans,Libertarians,Green,NoLabels,Constitution,JusticeForAll,WeThePeople,Unaffiliated,White,Black,AmericanIndian,NativeHawaiian,Asian,Multiracial,Undesignated,Other,Hispanic,Male,Female,UnDisclosedGender
CHATHAM,037,81624,60949,0.7467044006664706,02/17/2024,21045,14406,328,13,49,0,0,0,25108,44743,5889,125,3,1065,259,6871,1994,2358,25108,29230,6611
CHEROKEE,039,29959,23393,0.7808338062018091,02/17/2024,3310,11998,151,1,9,0,0,0,7924,21788,249,121,1,88,32,881,233,247,11038,11869,486
CHOWAN,041,13891,10393,0.7481822762940034,02/17/2024,3638,3166,43,1,7,0,0,0,3538,6770,2872,14,5,16,24,578,114,88,4510,5504,379
CLAY,043,11864,9865,0.8315070802427512,02/17/2024,1380,4803,61,0,2,0,0,0,3619,9263,42,16,0,17,10,439,78,91,4509,4946,410
CLEVELAND,045,101378,67929,0.6700566197794393,02/17/2024,19794,26134,410,13,50,0,0,0,21528,47311,13340,90,4,316,221,5490,1157,1085,28973,33571,5385
COLUMBUS,047,50121,36503,0.7282975200015961,02/17/2024,14023,10871,114,4,6,0,0,0,11485,22086,10306,946,4,63,88,2409,601,564,15666,18559,2278
CRAVEN,049,102391,76478,0.7469211161137209,02/17/2024,19966,28341,594,21,100,0,0,0,27456,53245,14286,180,8,1196,291,4913,2359,2210,32789,38863,4826
CUMBERLAND,051,337890,213911,0.6330788126313297,02/17/2024,87152,49127,1836,83,307,0,0,0,75406,86597,85293,2370,68,3443,2074,20815,13251,13863,86203,107192,20516
CURRITUCK,053,31593,24270,0.7682081473744183,02/17/2024,3363,10238,219,4,32,0,0,0,10414,21031,1197,47,3,104,75,1349,464,260,11142,11796,1332
DARE,055,38110,33344,0.8749409603778536,02/17/2024,7512,11453,260,11,25,0,0,0,14083,30143,559,37,1,128,62,1821,593,362,15025,16525,1794
DAVIDSON,057,174804,116542,0.6667009908240086,02/17/2024,21310,56158,708,18,139,0,0,0,38209,92602,10736,243,7,860,264,8886,2944,3321,50635,57298,8609
DAVIE,059,44599,32581,0.7305320747101953,02/17/2024,4655,16550,160,10,44,0,0,0,11162,27419,1929,45,0,142,81,2301,664,880,14450,16106,2025
DUPLIN,061,49520,31546,0.6370355411954766,02/17/2024,10741,9924,132,9,27,0,0,0,10713,18409,8126,72,1,69,135,3110,1624,2427,13384,15668,2494
DURHAM,063,336892,235594,0.6993161013024946,02/17/2024,124577,23394,1193,78,243,0,0,0,86109,113703,73233,567,38,8561,2682,26880,9930,11743,92938,118003,24653
EDGECOMBE,065,48832,34310,0.7026130406290957,02/17/2024,20483,6632,105,4,36,0,0,0,7050,12029,19316,58,2,47,114,2135,609,633,13924,18269,2117
FORSYTH,067,392921,264840,0.6740286215295187,02/17/2024,97273,71137,1682,88,280,0,0,0,94380,159638,65298,515,30,3421,1526,23724,10688,13737,108714,133737,22389
FRANKLIN,069,77001,52134,0.6770561421280243,02/17/2024,16801,16283,390,9,49,0,0,0,18602,33007,12032,141,3,312,190,4724,1725,1951,21842,25035,5257
GASTON,071,237242,156777,0.6608315559639524,02/17/2024,40532,60564,1183,34,244,0,0,0,54220,108825,27611,331,4,1358,662,12602,5384,6104,66789,78578,11410
GATES,073,10343,8277,0.8002513777434014,02/17/2024,3426,2130,38,2,8,0,0,0,2673,5151,2457,16,0,11,40,518,84,55,3611,4108,558
GRAHAM,075,8052,6098,0.7573273720814705,02/17/2024,1081,3077,33,0,1,0,0,0,1906,5530,9,262,1,19,5,231,41,39,2859,3031,208
GRANVILLE,077,62192,40679,0.6540873424234628,02/17/2024,15932,11050,221,7,57,0,0,0,13412,23155,11513,78,3,180,191,4269,1290,1217,16537,19153,4989
GREENE,079,20530,10952,0.5334632245494398,02/17/2024,4821,2539,28,1,13,0,0,0,3550,5972,3766,12,0,18,24,681,479,522,4730,5652,570
GUILFORD,081,549866,377554,0.686629106000371,02/17/2024,154931,88556,2213,98,290,0,0,0,131466,193611,125404,958,28,9746,2674,30453,14680,14231,158340,197223,21991
HALIFAX,083,47298,35799,0.756881897754662,02/17/2024,20321,4865,103,3,41,0,0,0,10466,13715,18372,1040,5,173,138,1946,410,315,15304,18603,1892
HARNETT,085,141477,86489,0.6113290499515822,02/17/2024,24011,31052,802,33,128,0,0,0,30463,53503,17651,474,17,663,509,9026,4646,5490,36036,42264,8189
HAYWOOD,087,62969,46141,0.7327573885562737,02/17/2024,11941,16262,312,14,27,0,0,0,17585,42577,477,115,0,154,97,2184,537,627,20800,23656,1685
HENDERSON,089,119230,89590,0.7514048477732115,02/17/2024,17141,32180,625,29,76,0,0,0,39539,77738,2393,145,10,538,390,5930,2446,2970,38459,45667,5464
HERTFORD,091,19453,13791,0.7089394951935434,02/17/2024,8781,1570,38,2,9,0,0,0,3391,4464,8286,93,2,41,55,706,144,99,5693,7433,665
HOKE,093,54446,33714,0.6192190427212284,02/17/2024,13781,7474,312,16,26,0,0,0,12105,13241,12692,1972,16,348,255,2815,2375,2472,14604,17431,1679
HYDE,095,4607,3187,0.6917733883221185,02/17/2024,1362,684,16,0,0,0,0,0,1125,2387,572,0,0,1,8,173,46,67,1413,1610,164
IREDELL,097,199710,139186,0.6969405638175354,02/17/2024,27352,57293,900,29,125,0,0,0,53487,108222,14937,221,5,1520,452,9554,4275,4965,61436,68066,9684
JACKSON,099,44574,30025,0.6735989590344147,02/17/2024,8421,8546,256,16,11,0,0,0,12775,24613,625,1570,6,245,184,2136,646,765,13118,14682,2225
JOHNSTON,101,241955,155954,0.6445578723316319,02/17/2024,40003,57714,1219,47,316,0,0,0,56655,104788,26002,432,17,950,647,16252,6866,8953,67565,77704,10685
JONES,103,9401,7197,0.7655568556536538,02/17/2024,2479,2353,35,0,8,0,0,0,2322,4458,2042,12,1,20,23,546,95,105,3092,3551,554
LEE,105,67059,39674,0.5916282676449097,02/17/2024,12442,12047,288,9,35,0,0,0,14853,25432,7359,141,6,258,271,3759,2448,3486,16648,19878,3148
LENOIR,107,54895,38071,0.6935240003643319,02/17/2024,16380,10503,148,12,77,0,0,0,10951,18870,14713,64,7,101,126,3350,840,893,15396,19313,3362
LINCOLN,109,95675,67807,0.7087222367389601,02/17/2024,11726,32124,434,15,62,0,0,0,23446,57096,3656,87,2,324,151,4818,1673,2153,30115,32741,4951
MACON,113,38412,28306,0.7369051338123503,02/17/2024,4915,12479,195,3,6,0,0,0,10708,25925,200,63,0,118,63,1418,519,580,13088,14731,487
MADISON,115,22071,17082,0.7739567758597254,02/17/2024,4935,4839,117,10,20,0,0,0,7161,15345,130,27,0,48,45,1282,205,195,7509,8094,1479
MARTIN,117,21447,16017,0.7468177367463981,02/17/2024,7611,3524,52,2,4,0,0,0,4824,8584,6284,28,0,25,52,836,208,196,6706,8484,827
MCDOWELL,111,44893,29988,0.6679883278016617,02/17/2024,5522,13155,185,6,30,0,0,0,11090,27139,825,36,1,138,127,1143,579,644,13609,15048,1331
MECKLENBURG,119,1163701,789793,0.6786906602297326,02/17/2024,323148,156120,5957,274,991,0,0,0,303303,404946,240644,2069,63,22731,5124,71899,42317,45737,331594,398052,60147
MITCHELL,121,14999,11256,0.7504500300020002,02/17/2024,1051,6502,44,3,6,0,0,0,3650,10104,41,12,1,15,14,978,91,145,4993,5460,803
MONTGOMERY,123,26085,17104,0.65570251102166,02/17/2024,5052,6328,84,2,13,0,0,0,5625,11970,2962,46,0,186,44,1262,634,836,7537,8477,1090
MOORE,125,106898,75487,0.7061591423600068,02/17/2024,14992,31176,629,14,49,0,0,0,28627,60681,7449,355,6,637,229,3935,2195,1840,33158,38904,3425
NASH,127,96551,67613,0.700282752120641,02/17/2024,28296,19464,312,9,82,0,0,0,19450,34116,26199,348,4,335,283,4418,1910,1881,28531,34810,4272
NEW HANOVER,129,238852,181046,0.757984023579455,02/17/2024,50463,53954,1473,57,152,0,0,0,74947,138896,19113,395,14,1465,841,15892,4430,4234,75105,88357,17584
NORTHAMPTON,131,16715,12763,0.7635656595871971,02/17/2024,7725,1578,39,4,12,0,0,0,3405,5068,6978,35,0,7,20,566,89,68,5535,6588,640
ONSLOW,133,213676,126780,0.5933282165521631,02/17/2024,24190,48153,1819,34,179,0,0,0,52405,86171,19239,474,36,1743,837,11493,6787,7940,54181,62411,10188
ORANGE,135,150626,109119,0.724436684237781,02/17/2024,50400,13331,559,30,47,0,0,0,44752,75616,11554,234,2,5170,1036,11329,4178,4377,44848,53192,11079
PAMLICO,137,12423,10298,0.8289463092650728,02/17/2024,2788,4158,60,5,7,0,0,0,3280,8015,1439,27,0,40,16,650,111,118,4569,5128,601
PASQUOTANK,139,41444,30044,0.7249300260592607,02/17/2024,10959,7683,218,7,36,0,0,0,11141,16962,9932,40,2,158,170,2096,684,438,12875,15097,2072
PENDER,141,68521,49439,0.721516031581559,02/17/2024,10838,19876,430,14,58,0,0,0,18223,38069,5798,125,4,222,148,3818,1255,1362,21612,23937,3890
PERQUIMANS,143,13377,10306,0.7704268520595051,02/17/2024,2908,3596,58,2,12,0,0,0,3730,7612,1977,19,2,21,24,541,110,66,4519,5209,578
PERSON,145,39737,27728,0.6977879558094471,02/17/2024,9431,8229,125,7,18,0,0,0,9918,18019,6895,118,2,58,103,1995,538,541,11939,13919,1870
PITT,147,175119,122397,0.6989361519880767,02/17/2024,48143,30849,787,35,135,0,0,0,42448,65125,40553,245,8,1069,708,10270,4419,3543,49438,61924,11035
POLK,149,20060,16660,0.8305084745762712,02/17/2024,3588,6240,114,5,13,0,0,0,6700,14767,583,10,2,52,37,937,272,313,7389,8736,535
RANDOLPH,151,147458,95844,0.6499749081094278,02/17/2024,14892,49894,602,9,76,0,0,0,30371,78084,6089,314,7,711,221,6783,3635,4066,42423,47383,6038
RICHMOND,153,42324,28493,0.6732114166902939,02/17/2024,11801,7569,131,6,29,0,0,0,8957,16749,8848,413,0,151,59,1470,803,621,12476,14710,1307
ROBESON,155,117365,73160,0.6233544923955182,02/17/2024,34645,13770,244,10,106,0,0,0,24385,20341,19083,25158,26,305,465,4822,2960,2282,31325,38964,2871
ROCKINGHAM,157,92518,61592,0.665729912017121,02/17/2024,17415,24419,335,14,43,0,0,0,19366,43067,11088,101,0,216,169,5734,1217,1307,27429,32073,2090
ROWAN,159,151661,97226,0.6410745016846783,02/17/2024,22300,41625,627,17,145,0,0,0,32512,70738,15313,178,6,511,338,7382,2760,3213,41985,47863,7378
RUTHERFORD,161,65507,46507,0.7099546613339033,02/17/2024,9764,20102,256,6,34,0,0,0,16345,37841,3982,55,0,136,118,3495,880,936,20124,23138,3245
SAMPSON,163,59601,38303,0.6426570023992886,02/17/2024,12583,15497,178,3,68,0,0,0,9974,22230,10026,536,0,95,129,2983,2304,3012,16644,19713,1946
SCOTLAND,165,34376,21711,0.631574354200605,02/17/2024,9871,4663,78,8,24,0,0,0,7067,9730,8123,1713,10,163,93,1610,269,233,8919,11285,1507
STANLY,167,65699,44512,0.6775141174142681,02/17/2024,8385,21219,215,19,79,0,0,0,14595,34370,4606,77,3,433,65,4174,784,751,18844,21348,4320
STOKES,169,45532,32467,0.7130589475533691,02/17/2024,5162,17037,216,11,21,0,0,0,10020,27936,1191,51,1,63,77,2754,394,469,15451,16957,59
SURRY,171,71462,47835,0.6693767316895692,02/17/2024,9126,22357,243,15,38,0,0,0,16056,40632,1692,47,2,126,94,3762,1480,2175,21101,23657,3077
SWAIN,173,13916,9821,0.7057344064386318,02/17/2024,2750,3110,67,5,5,0,0,0,3884,7502,98,1546,1,35,30,486,123,83,4455,4965,401
TRANSYLVANIA,175,33549,26301,0.7839577930787803,02/17/2024,5645,8473,153,3,14,0,0,0,12013,23453,727,50,1,88,75,1591,316,270,11498,13256,1547
TYRRELL,177,3461,2309,0.66714822305692,02/17/2024,994,465,8,0,1,0,0,0,841,1417,640,3,0,20,5,178,46,43,1015,1105,189
UNION,179,256452,178529,0.696149766817962,02/17/2024,39905,70663,1181,47,175,0,0,0,66558,125012,19915,522,10,4208,787,19832,8243,9116,76626,84991,16912
VANCE,181,42301,28307,0.6691803976265337,02/17/2024,16061,5030,104,7,30,0,0,0,7075,11325,14012,59,1,92,104,1996,718,775,11631,14841,1835
WAKE,183,1190275,823458,0.6918216378567978,02/17/2024,286740,176732,6316,263,889,0,0,0,352518,504828,147504,2120,58,34236,5510,87394,41808,36504,347580,398736,77142
WARREN,185,18836,13169,0.6991399447865789,02/17/2024,7739,2287,42,1,12,0,0,0,3088,5448,6222,526,2,26,44,730,171,128,5636,6802,731
WASHINGTON,187,10713,7945,0.7416223280126949,02/17/2024,4510,1414,24,0,1,0,0,0,1996,3616,3725,9,0,18,16,473,88,66,3339,4158,448
WATAUGA,189,54748,44365,0.81034923650179,02/17/2024,11269,12464,400,47,10,0,0,0,20175,38687,845,61,11,375,459,3136,791,1270,19128,22179,3058
WAYNE,191,118686,74696,0.6293581382808419,02/17/2024,26707,25610,445,16,161,0,0,0,21757,41464,23359,133,4,522,341,5257,3616,3224,31399,37742,5555
WILKES,193,66013,44182,0.6692924121006468,02/17/2024,6725,24206,210,5,31,0,0,0,13005,38637,1592,48,0,132,119,2847,807,987,19547,21597,3038
WILSON,195,78970,55247,0.6995947828289224,02/17/2024,24722,13947,247,10,67,0,0,0,16254,27063,21854,115,0,281,167,3751,2016,1947,23102,29039,3106
YADKIN,197,37774,24957,0.6606925398422195,02/17/2024,2942,14192,138,4,17,0,0,0,7664,21718,729,25,1,59,37,1613,775,1020,11181,12227,1549
YANCEY,199,18938,14355,0.7579997887844545,02/17/2024,3710,5424,86,2,15,0,0,0,5118,13101,76,25,1,28,26,953,145,158,6458,7056,841
ALAMANCE,001,179165,113786,0.635090558981944,02/24/2024,37084,36682,700,25,51,0,0,0,39244,73946,23536,259,10,1077,671,9575,4712,6062,47500,57555,8731
ALEXANDER,003,36473,25207,0.6911139747210265,02/24/2024,4125,12203,113,3,19,0,0,0,8744,22094,966,35,1,154,37,1547,373,512,11431,12197,1579
ALLEGHANY,005,11342,7961,0.7019044260271557,02/24/2024,1733,3348,43,0,6,0,0,0,2831,7074,73,7,0,6,15,651,135,238,3541,3822,598
ANSON,007,21897,16096,0.7350778645476549,02/24/2024,8770,3121,57,2,11,0,0,0,4135,6824,6452,31,1,97,22,2482,187,141,6137,7401,2558
ASHE,009,27063,20265,0.7488083361046447,02/24/2024,3723,9278,106,2,10,0,0,0,7146,18651,117,24,2,52,18,1177,224,336,9132,10057,1076
AVERY,011,17561,12825,0.7303114856784921,02/24/2024,1295,7349,65,1,10,0,0,0,4105,11647,62,19,0,25,19,934,119,116,5730,6285,810
BEAUFORT,013,44481,34258,0.7701715339133562,02/24/2024,10245,12858,135,3,16,0,0,0,11001,23942,7172,41,2,61,69,2252,719,687,14671,17238,2349
BERTIE,015,16922,12648,0.7474293818697554,02/24/2024,7665,1703,37,1,0,0,0,0,3242,4601,7112,19,1,32,18,795,70,56,5268,6588,792
BLADEN,017,29484,22609,0.7668226834893501,02/24/2024,9214,5495,88,2,11,0,0,0,7799,12653,7545,408,3,23,94,1372,511,614,9855,11610,1144
BRUNSWICK,019,159964,132002,0.8251981695881573,02/24/2024,27257,53354,714,18,78,0,0,0,50581,109876,9005,386,9,521,253,9737,2215,2112,56167,64970,10865
BUNCOMBE,021,275901,208611,0.7561081692346168,02/24/2024,72604,44858,1655,113,168,0,0,0,89213,173532,10211,342,45,1554,989,16419,5519,5414,89035,104328,15248
BURKE,023,88338,59027,0.6681948878172473,02/24/2024,12527,23649,360,8,27,0,0,0,22456,49328,3071,90,1,948,127,4082,1380,1422,25889,28850,4288
CABARRUS,025,240016,155592,0.6482567828811413,02/24/2024,43716,51477,1226,68,187,0,0,0,58918,97710,31553,401,10,3561,744,14719,6894,7425,65337,76543,13712
CALDWELL,027,80574,53877,0.668664829845856,02/24/2024,9289,26573,372,5,32,0,0,0,17606,46080,2552,72,0,187,133,3915,938,1165,23868,26420,3589
CAMDEN,029,11137,8532,0.7660949986531382,02/24/2024,1411,3227,76,0,12,0,0,0,3806,6994,936,10,1,35,18,382,156,64,3909,4192,431
CARTERET,031,69615,56700,0.8144796380090498,02/24/2024,9309,26037,359,7,36,0,0,0,20952,49062,2236,105,7,295,136,4110,749,750,24597,27832,4271
CASWELL,033,22807,15241,0.6682597448151884,02/24/2024,5950,4275,62,2,7,0,0,0,4945,9436,4552,23,1,30,49,937,213,235,6680,7607,954
CATAWBA,035,164645,112042,0.6805065443833703,02/24/2024,20132,48427,674,19,137,0,0,0,42653,87100,8739,145,4,2524,344,8687,4499,4972,48918,54442,8682
CHATHAM,037,81624,60948,0.746692149367833,02/24/2024,21047,14405,328,13,49,0,0,0,25106,44740,5888,125,3,1065,259,6874,1994,2358,25103,29232,6613
CHEROKEE,039,29959,23354,0.7795320271037084,02/24/2024,3300,11987,151,1,9,0,0,0,7906,21750,249,121,1,88,32,880,233,247,11021,11850,483
CHOWAN,041,13891,10394,0.7482542653516665,02/24/2024,3638,3166,43,1,8,0,0,0,3538,6771,2872,14,5,16,24,578,114,88,4510,5505,379
CLAY,043,11864,9860,0.8310856372218476,02/24/2024,1380,4800,61,0,2,0,0,0,3617,9258,42,16,0,17,10,439,78,91,4505,4945,410
CLEVELAND,045,101378,67895,0.6697212412949555,02/24/2024,19778,26127,410,13,50,0,0,0,21517,47282,13335,90,4,315,221,5490,1158,1085,28949,33563,5383
COLUMBUS,047,50121,36439,0.7270206101235012,02/24/2024,13988,10859,114,4,6,0,0,0,11468,22069,10279,944,4,63,88,2397,595,561,15650,18523,2266
CRAVEN,049,102391,76479,0.7469308825971033,02/24/2024,19968,28348,594,21,100,0,0,0,27448,53247,14287,180,8,1196,292,4911,2358,2209,32794,38860,4825
CUMBERLAND,051,337890,213828,0.6328331705584658,02/24/2024,87119,49110,1836,83,307,0,0,0,75373,86561,85266,2367,68,3444,2074,20802,13246,13858,86166,107159,20503
CURRITUCK,053,31593,24258,0.7678283163992023,02/24/2024,3358,10233,219,4,32,0,0,0,10412,21018,1198,47,3,104,75,1347,466,261,11137,11793,1328
DARE,055,38110,33287,0.8734452899501444,02/24/2024,7498,11438,259,11,25,0,0,0,14056,30092,559,37,1,127,62,1817,592,361,14997,16501,1789
DAVIDSON,057,174804,116506,0.666495045879957,02/24/2024,21301,56146,708,18,139,0,0,0,38194,92569,10728,244,7,860,264,8890,2944,3320,50622,57275,8609
DAVIE,059,44599,32572,0.7303302764635978,02/24/2024,4652,16548,159,10,44,0,0,0,11159,27409,1929,45,0,141,81,2303,664,880,14444,16101,2027
DUPLIN,061,49520,31540,0.6369143780290791,02/24/2024,10738,9926,132,9,27,0,0,0,10708,18410,8121,72,1,69,135,3109,1623,2426,13382,15666,2492
DURHAM,063,336892,235460,0.698918347719744,02/24/2024,124527,23382,1193,78,243,0,0,0,86037,113640,73205,567,38,8558,2683,26849,9920,11735,92879,117958,24623
EDGECOMBE,065,48832,34284,0.7020806028833552,02/24/2024,20468,6621,105,4,36,0,0,0,7050,12015,19307,59,2,47,114,2131,609,633,13910,18260,2114
FORSYTH,067,392921,264894,0.6741660537359927,02/24/2024,97321,71133,1681,88,280,0,0,0,94391,159629,65337,514,30,3421,1526,23749,10688,13742,108728,133761,22405
FRANKLIN,069,77001,52134,0.6770561421280243,02/24/2024,16803,16281,390,9,49,0,0,0,18602,33006,12033,141,3,312,190,4724,1725,1951,21841,25036,5257
GASTON,071,237242,156643,0.6602667318602945,02/24/2024,40500,60520,1181,34,245,0,0,0,54163,108731,27594,332,4,1359,661,12579,5383,6105,66738,78519,11386
GATES,073,10343,8267,0.7992845402687808,02/24/2024,3418,2132,37,2,8,0,0,0,2670,5144,2453,16,0,11,40,519,84,55,3604,4104,559
GRAHAM,075,8052,6098,0.7573273720814705,02/24/2024,1081,3078,33,0,1,0,0,0,1905,5530,9,262,1,19,5,230,42,39,2860,3030,208
GRANVILLE,077,62192,40678,0.6540712631849755,02/24/2024,15933,11048,221,7,57,0,0,0,13412,23152,11515,78,3,180,191,4269,1290,1217,16538,19151,4989
GREENE,079,20530,10951,0.5334145153433999,02/24/2024,4819,2541,28,1,13,0,0,0,3549,5973,3764,12,0,18,24,681,479,523,4729,5652,570
GUILFORD,081,549866,377495,0.6865218071311919,02/24/2024,154932,88537,2214,98,290,0,0,0,131424,193550,125435,958,28,9743,2680,30425,14676,14229,158305,197228,21962
HALIFAX,083,47298,35801,0.7569241828407121,02/24/2024,20314,4867,103,3,41,0,0,0,10473,13720,18370,1039,5,173,138,1946,410,313,15307,18601,1893
HARNETT,085,141477,86460,0.6111240696367607,02/24/2024,24001,31045,801,33,128,0,0,0,30452,53485,17646,474,17,662,508,9025,4643,5485,36023,42250,8187
HAYWOOD,087,62969,46098,0.732074512855532,02/24/2024,11931,16246,312,14,27,0,0,0,17568,42536,476,116,0,154,97,2180,539,628,20780,23636,1682
HENDERSON,089,119230,89560,0.751153233246666,02/24/2024,17128,32172,625,28,76,0,0,0,39531,77712,2389,145,10,539,389,5930,2446,2970,38447,45649,5464
HERTFORD,091,19453,13800,0.7094021487688275,02/24/2024,8789,1570,38,2,9,0,0,0,3392,4462,8295,94,2,41,55,707,144,99,5698,7437,665
HOKE,093,54446,33726,0.6194394445872975,02/24/2024,13791,7475,312,16,26,0,0,0,12106,13242,12700,1972,16,348,255,2816,2377,2473,14610,17437,1679
HYDE,095,4607,3189,0.6922075103103972,02/24/2024,1363,683,16,0,0,0,0,0,1127,2387,573,0,0,1,9,173,46,67,1415,1610,164
IREDELL,097,199710,139138,0.6967002153122027,02/24/2024,27342,57274,900,29,125,0,0,0,53468,108184,14935,221,5,1518,452,9552,4271,4964,61418,68037,9683
JACKSON,099,44574,30044,0.6740252164939202,02/24/2024,8415,8544,256,16,11,0,0,0,12802,24615,627,1574,6,245,187,2142,648,772,13119,14695,2230
JOHNSTON,101,241955,155922,0.6444256163336157,02/24/2024,39997,57708,1219,47,316,0,0,0,56635,104774,25996,432,17,950,648,16241,6864,8952,67549,77694,10679
JONES,103,9401,7194,0.7652377406658866,02/24/2024,2478,2351,35,0,8,0,0,0,2322,4456,2041,12,1,20,23,546,95,105,3089,3551,554
LEE,105,67059,39671,0.5915835309205326,02/24/2024,12444,12045,288,9,35,0,0,0,14850,25431,7360,141,6,258,271,3758,2446,3483,16647,19876,3148
LENOIR,107,54895,38058,0.6932871846251936,02/24/2024,16378,10499,148,12,77,0,0,0,10944,18860,14711,64,7,101,126,3349,840,893,15394,19303,3361
LINCOLN,109,95675,67797,0.7086177162268095,02/24/2024,11722,32120,434,15,62,0,0,0,23444,57089,3653,87,2,324,151,4818,1673,2154,30112,32734,4951
MACON,113,38412,28301,0.7367749661564095,02/24/2024,4914,12478,195,3,6,0,0,0,10705,25921,200,63,0,118,63,1417,519,580,13087,14728,486
MADISON,115,22071,17053,0.7726428344886955,02/24/2024,4920,4831,117,10,20,0,0,0,7155,15312,130,27,0,48,45,1286,205,195,7492,8078,1483
MARTIN,117,21447,15987,0.7454189397118478,02/24/2024,7600,3515,52,2,4,0,0,0,4814,8564,6279,28,0,25,52,832,207,196,6692,8472,823
MCDOWELL,111,44893,29971,0.667609649611298,02/24/2024,5517,13146,185,6,31,0,0,0,11086,27129,823,36,1,138,127,1138,579,642,13601,15043,1327
MECKLENBURG,119,1163701,789412,0.6783632565409843,02/24/2024,322978,156015,5955,274,991,0,0,0,303199,404709,240544,2068,64,22727,5124,71868,42308,45732,331433,397861,60118
MITCHELL,121,14999,11257,0.7505167011134075,02/24/2024,1051,6502,44,3,6,0,0,0,3651,10105,41,12,1,15,14,978,91,145,4994,5460,803
MONTGOMERY,123,26085,17105,0.655740847230209,02/24/2024,5054,6328,84,2,13,0,0,0,5624,11969,2962,46,0,186,44,1263,635,837,7539,8477,1089
MOORE,125,106898,75465,0.7059533386967015,02/24/2024,14992,31158,629,14,49,0,0,0,28623,60660,7448,354,6,637,229,3937,2194,1839,33145,38895,3425
NASH,127,96551,67523,0.6993506022723742,02/24/2024,28254,19453,311,9,82,0,0,0,19414,34098,26148,348,4,336,282,4400,1907,1879,28489,34780,4254
NEW HANOVER,129,238852,180840,0.7571215648183812,02/24/2024,50383,53878,1473,57,152,0,0,0,74897,138732,19085,395,14,1465,839,15883,4427,4231,75003,88263,17574
NORTHAMPTON,131,16715,12713,0.7605743344301525,02/24/2024,7692,1569,38,4,12,0,0,0,3398,5050,6946,35,0,7,20,566,89,68,5505,6568,640
ONSLOW,133,213676,126742,0.5931503772066119,02/24/2024,24185,48146,1818,34,179,0,0,0,52380,86153,19228,474,36,1742,837,11485,6787,7939,54163,62399,10180
ORANGE,135,150626,109026,0.7238192609509646,02/24/2024,50367,13323,558,30,47,0,0,0,44701,75557,11539,235,2,5166,1036,11314,4177,4374,44819,53145,11062
PAMLICO,137,12423,10291,0.8283828382838284,02/24/2024,2788,4152,60,5,7,0,0,0,3279,8009,1439,27,0,40,16,649,111,118,4567,5124,600
PASQUOTANK,139,41444,30020,0.7243509313772802,02/24/2024,10952,7680,218,7,36,0,0,0,11127,16952,9926,40,2,158,168,2090,684,438,12869,15085,2066
PENDER,141,68521,49454,0.72173494257235,02/24/2024,10834,19883,430,14,58,0,0,0,18235,38074,5801,125,4,223,149,3824,1254,1363,21618,23945,3891
